year,country,party,vote,seat,family,lrgen,galtan,country_name,econ_ideology,social_ideology
2006,3,Grunen,8.1,8.3000002,7,3.09,1.45,Germany,-0.382,-0.71
2006,3,FDP,9.8,9.8999996,3,6.64,3.45,Germany,0.32799999999999996,-0.30999999999999994
2006,3,CSU,7.4,7.5,4,7.64,8.18,Germany,0.5279999999999999,0.6359999999999999
2006,3,SPD,34.2,36.200001,5,3.55,4.45,Germany,-0.29000000000000004,-0.10999999999999996
2010,3,Grunen,10.7,10.9,7,3.625,1.875,Germany,-0.275,-0.625
2010,3,CSU,6.5,7.1999998,4,7.066666603088379,7.125,Germany,0.4133333206176758,0.425
2010,3,SPD,23.0,23.5,5,3.625,4.5,Germany,-0.275,-0.1
2010,3,FDP,14.6,15.0,3,6.599999904632568,3.533333301544189,Germany,0.31999998092651366,-0.2933333396911622
2010,3,CDU,27.3,31.200001,4,6.125,6.25,Germany,0.225,0.25
2010,3,LINKE,11.9,12.2,6,1.3125,4.615384578704834,Germany,-0.7375,-0.0769230842590332
2014,3,DieTier,0.3,0.0,7,4.666666507720947,4.0,Germany,-0.06666669845581055,-0.2
2014,3,NPD,1.3,0.0,1,10.0,9.818181991577148,Germany,1.0,0.9636363983154297
2014,3,SPD,25.7,30.6,5,3.769230842590332,4.153846263885498,Germany,-0.2461538314819336,-0.16923074722290038
2014,3,Piraten,2.2,0.0,9,3.25,1.909090876579285,Germany,-0.35,-0.6181818246841431
2014,3,LINKE,8.6,10.1,6,1.230769276618958,4.92307710647583,Germany,-0.7538461446762084,-0.015384578704833984
2014,3,CDU,34.1,40.400002,4,5.92307710647583,6.0,Germany,0.184615421295166,0.2
2014,3,AfD,4.7,0.0,9,8.923076629638672,8.692307472229004,Germany,0.7846153259277344,0.7384614944458008
2014,3,FDP,4.8,0.0,3,6.538461685180664,3.384615421295166,Germany,0.3076923370361328,-0.3230769157409668
2014,3,CSU,7.4,8.8999996,4,7.230769157409668,7.92307710647583,Germany,0.4461538314819336,0.584615421295166
2014,3,Grunen,8.4,10.0,7,3.615384578704834,2.153846263885498,Germany,-0.2769230842590332,-0.5692307472229003
2019,3,CSU,6.2,6.5,4,7.190476417541504,7.285714149475098,Germany,0.4380952835083008,0.45714282989501953
2019,3,AfD,12.6,13.3,1,9.2380952835083,9.523809432983398,Germany,0.8476190567016602,0.9047618865966797
2019,3,FDP,10.7,11.3,3,6.428571224212646,3.428571462631226,Germany,0.2857142448425291,-0.3142857074737548
2019,3,CDU,26.8,28.200001,4,5.857142925262451,5.857142925262451,Germany,0.17142858505249023,0.17142858505249023
2019,3,LINKE,9.2,9.6999998,6,1.428571462631226,2.809523820877075,Germany,-0.7142857074737547,-0.438095235824585
