econ_ideology,social_ideology,partisan_lean,partisan_strength,turnout_propensity,gender,educ,race,urban_rural
0.0,1.0,0.0,0.0,0.44999999999999996,2,2,1,1
-0.5,0.6738077869351151,-1.0,1.0,0.9500000000000001,2,5,1,1
1.0,0.17732709120747364,1.0,1.0,0.97,1,5,1,2
0.5,-1.0,0.3333333333333333,0.3333333333333333,0.48999999999999994,1,6,1,4
-1.0,-1.0,-1.0,1.0,0.97,2,5,1,2
0.0,1.0,0.6666666666666666,0.6666666666666666,0.92,2,2,3,1
0.0,-0.6236378512922215,-0.3333333333333333,0.3333333333333333,0.97,1,4,1,4
-1.0,-0.8569893450990169,-0.6666666666666666,0.6666666666666666,0.97,1,6,1,2
1.0,-0.7597528689649202,1.0,1.0,0.97,1,3,2,4
0.0,0.5805658126367848,1.0,1.0,0.97,1,4,1,1
1.0,-0.9969229099652943,1.0,1.0,0.44,2,3,1,4
-1.0,-1.0,-1.0,1.0,0.97,2,6,1,4
-0.5,-0.3054506017604229,-1.0,1.0,0.9600000000000001,2,6,1,2
0.0,1.0,0.0,0.0,0.33999999999999997,1,3,1,2
0.0,0.42728409763036257,0.0,0.0,0.44999999999999996,2,2,1,4
-0.5,-1.0,-1.0,1.0,0.97,2,6,1,2
-0.5,-0.5038153589299592,-1.0,1.0,0.97,2,6,1,1
0.0,1.0,0.0,0.0,0.44999999999999996,2,2,1,4
0.0,-0.03894880840544449,0.0,0.0,0.3,2,3,1,2
-1.0,-1.0,-1.0,1.0,0.97,1,6,1,2
-0.5,0.13483714628822915,-0.6666666666666666,0.6666666666666666,0.97,1,6,4,1
0.0,1.0,-1.0,1.0,0.97,2,3,2,1
0.5,0.7550911282075434,0.3333333333333333,0.3333333333333333,0.97,2,5,6,2
-0.5,-0.4499062104729644,-0.6666666666666666,0.6666666666666666,0.95,2,4,1,2
1.0,-1.0,1.0,1.0,0.97,2,5,1,4
0.0,0.9998569975741459,-0.6666666666666666,0.6666666666666666,0.97,2,4,1,1
0.5,-0.5727630356244661,0.6666666666666666,0.6666666666666666,0.97,2,2,3,4
0.5,-1.0,1.0,1.0,0.97,1,6,1,2
-0.5,-1.0,-1.0,1.0,0.97,2,6,1,2
0.0,0.9010623300124265,-1.0,1.0,0.9600000000000001,2,4,2,1
-0.5,1.0,-0.3333333333333333,0.3333333333333333,0.48999999999999994,2,2,1,1
0.5,-0.6692408019589697,0.6666666666666666,0.6666666666666666,0.97,2,4,1,4
-0.5,-0.6383436174195647,-1.0,1.0,0.9600000000000001,2,3,4,4
0.0,1.0,0.0,0.0,0.29,2,2,3,2
1.0,1.0,1.0,1.0,0.97,2,1,1,2
0.5,0.780188460547208,0.6666666666666666,0.6666666666666666,0.32999999999999996,1,3,3,2
0.5,-0.49495768705980386,1.0,1.0,0.97,1,5,1,2
0.5,-1.0,1.0,1.0,0.97,1,4,1,3
-0.5,-0.2795353988451293,-1.0,1.0,0.57,1,2,2,4
1.0,0.36509563642251813,0.3333333333333333,0.3333333333333333,0.97,1,2,1,3
0.5,-1.0,0.3333333333333333,0.3333333333333333,0.97,2,6,1,4
1.0,-0.07350192368414664,1.0,1.0,0.97,2,4,1,2
-0.5,0.3863805879792517,-1.0,1.0,0.97,2,5,1,2
0.5,1.0,0.6666666666666666,0.6666666666666666,0.95,2,1,3,2
-1.0,0.8160118190151192,0.0,0.0,0.27,3,2,1,2
0.0,0.7471609875986837,-0.6666666666666666,0.6666666666666666,0.97,1,1,3,2
-0.5,0.15498561716941917,-0.6666666666666666,0.6666666666666666,0.36,1,5,4,2
-0.5,0.813518920204455,-1.0,1.0,0.97,1,3,2,1
-0.5,-1.0,-1.0,1.0,0.97,2,4,1,3
0.0,0.24891475596416093,-0.6666666666666666,0.6666666666666666,0.97,1,5,1,1
-0.5,1.0,-1.0,1.0,0.97,2,1,1,2
0.0,-1.0,0.0,0.0,0.8400000000000001,1,4,3,2
-1.0,0.46642540566616913,-1.0,1.0,0.97,2,2,1,2
0.5,-0.6654401308176249,0.6666666666666666,0.6666666666666666,0.97,1,6,1,1
0.5,1.0,0.0,0.0,0.93,1,2,1,1
-1.0,-0.8181287288544842,-1.0,1.0,0.97,2,5,1,2
0.0,0.40230098545440257,0.0,0.0,0.44999999999999996,1,3,3,1
0.5,-0.045163729697474994,1.0,1.0,0.97,2,3,1,4
-1.0,-0.37112645456319704,-0.3333333333333333,0.3333333333333333,0.97,1,5,4,1
-0.5,-1.0,-0.3333333333333333,0.3333333333333333,0.93,2,6,1,3
-0.5,0.25559518453335545,-1.0,1.0,0.9,1,3,1,1
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.97,1,5,1,2
0.0,-0.030407799877477645,0.0,0.0,0.93,2,3,1,4
1.0,0.9718826952303925,0.0,0.0,0.93,1,3,1,1
-1.0,1.0,-1.0,1.0,0.97,2,2,1,1
-1.0,-1.0,-1.0,1.0,0.97,2,4,1,4
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.97,2,6,1,2
-0.5,0.589346604231115,-1.0,1.0,0.47,2,5,1,1
1.0,-1.0,1.0,1.0,0.97,2,6,1,2
-0.5,-0.7944637126252928,-0.3333333333333333,0.3333333333333333,0.8900000000000001,2,6,1,3
0.0,1.0,-0.6666666666666666,0.6666666666666666,0.95,1,2,1,3
0.5,1.0,1.0,1.0,0.97,2,2,1,2
-0.5,0.055995709888452795,-0.6666666666666666,0.6666666666666666,0.48,1,3,2,2
-1.0,-0.5539753228729598,-0.6666666666666666,0.6666666666666666,0.97,1,5,1,1
0.5,-1.0,1.0,1.0,0.97,2,5,1,4
0.5,-0.8052553691269827,-1.0,1.0,0.97,1,5,1,1
0.0,-0.5700674572990698,0.0,0.0,0.93,1,4,1,2
0.0,1.0,0.3333333333333333,0.3333333333333333,0.97,1,1,1,2
1.0,1.0,1.0,1.0,0.97,2,2,1,2
1.0,-1.0,1.0,1.0,0.97,2,5,4,2
0.5,1.0,-0.6666666666666666,0.6666666666666666,0.49,1,2,3,1
-0.5,-1.0,-0.3333333333333333,0.3333333333333333,0.97,1,6,1,4
-0.5,0.7278181053603398,-1.0,1.0,0.91,2,4,2,2
0.0,-1.0,0.0,0.0,0.93,2,6,2,4
1.0,0.008588149939032135,1.0,1.0,0.97,1,5,1,2
1.0,0.1253255472999662,1.0,1.0,0.97,1,5,1,1
-1.0,-0.45481254937065074,-1.0,1.0,0.97,1,5,1,3
0.0,-0.19857586315770162,-1.0,1.0,0.97,2,2,2,3
-0.5,-0.6112288427320621,-1.0,1.0,0.55,2,5,1,2
0.5,0.4568491835113324,0.3333333333333333,0.3333333333333333,0.97,2,2,1,3
0.0,-0.7354369962558645,-0.6666666666666666,0.6666666666666666,0.97,2,6,1,1
0.0,-0.796441371483974,-0.6666666666666666,0.6666666666666666,0.97,2,6,3,2
0.0,-0.21417009187399147,0.0,0.0,0.93,1,5,4,2
1.0,-1.0,1.0,1.0,0.97,1,6,1,4
0.0,0.8065012157384115,-0.6666666666666666,0.6666666666666666,0.93,1,2,3,2
0.0,-0.8735071235241788,0.0,0.0,0.93,1,4,1,3
0.0,1.0,0.3333333333333333,0.3333333333333333,0.97,1,1,1,2
1.0,0.7211131500202056,1.0,1.0,0.97,1,1,1,4
0.5,-0.9619159526762253,1.0,1.0,0.97,2,3,7,4
0.0,0.7375685518484932,0.6666666666666666,0.6666666666666666,0.97,1,3,1,1
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.5299999999999999,1,5,4,2
0.5,0.43575374309637976,0.6666666666666666,0.6666666666666666,0.87,1,3,1,2
0.5,1.0,1.0,1.0,0.37,2,1,1,1
0.5,1.0,-1.0,1.0,0.97,2,2,2,1
-1.0,0.7069119997162362,-1.0,1.0,0.9500000000000001,2,5,1,1
0.0,-0.5519027514827,0.3333333333333333,0.3333333333333333,0.97,2,2,1,4
0.5,0.42616500507026944,1.0,1.0,0.97,1,2,1,4
0.0,0.7212748589343512,-1.0,1.0,0.97,2,3,2,4
0.0,0.9828787849897218,-0.3333333333333333,0.3333333333333333,0.9,2,3,1,2
1.0,1.0,1.0,1.0,0.57,2,1,1,2
-0.5,-1.0,-1.0,1.0,0.92,1,6,2,2
0.5,-0.29807144493593435,0.3333333333333333,0.3333333333333333,0.3,1,3,4,2
0.0,-0.6431331753392396,0.6666666666666666,0.6666666666666666,0.97,2,3,1,4
1.0,-0.4859596616605461,1.0,1.0,0.97,2,5,1,1
0.5,-0.5030504320908246,0.6666666666666666,0.6666666666666666,0.97,2,5,4,1
0.0,0.24582483755953735,0.6666666666666666,0.6666666666666666,0.82,1,3,1,2
-0.5,-0.600990313150135,-1.0,1.0,0.97,1,5,1,2
0.5,0.3100176003937134,1.0,1.0,0.97,1,2,1,4
0.5,-1.0,0.3333333333333333,0.3333333333333333,0.97,1,3,1,4
1.0,0.1190575216727401,1.0,1.0,0.57,2,2,1,3
-1.0,-1.0,-1.0,1.0,0.97,2,5,1,3
-0.5,0.8569049014598575,0.0,0.0,0.44999999999999996,1,1,1,3
-0.5,1.0,-0.3333333333333333,0.3333333333333333,0.8800000000000001,1,2,1,2
-1.0,0.05689913796458231,-0.3333333333333333,0.3333333333333333,0.97,2,4,1,2
0.0,-1.0,-0.6666666666666666,0.6666666666666666,0.97,1,3,1,4
0.0,1.0,-0.6666666666666666,0.6666666666666666,0.95,1,1,3,3
0.5,-0.6828556304438747,0.3333333333333333,0.3333333333333333,0.97,1,5,1,3
0.5,0.7735707826120878,1.0,1.0,0.49,1,3,1,1
0.5,0.6843339014878791,1.0,1.0,0.97,1,2,1,1
0.0,0.797997085129179,-1.0,1.0,0.89,2,5,4,1
-0.5,-0.14464169133447793,-1.0,1.0,0.9400000000000001,1,3,6,2
0.0,-0.2604509049249812,-0.6666666666666666,0.6666666666666666,0.97,1,6,2,1
-0.5,-0.4422466435379671,-1.0,1.0,0.97,2,5,1,2
0.0,1.0,-1.0,1.0,0.97,2,2,1,1
0.0,0.9515329521498249,0.6666666666666666,0.6666666666666666,0.47,1,2,5,4
-1.0,-0.31250817604142284,-1.0,1.0,0.93,1,6,1,1
0.5,-0.2381466012367992,1.0,1.0,0.97,2,2,1,4
-0.5,1.0,-1.0,1.0,0.97,2,3,1,1
0.5,0.5680133271974148,0.6666666666666666,0.6666666666666666,0.97,2,2,1,2
0.0,0.1411094698691635,0.6666666666666666,0.6666666666666666,0.97,2,2,1,4
0.0,0.6424883977777666,0.0,0.0,0.8400000000000001,1,2,1,1
0.0,0.7789168057056357,-0.3333333333333333,0.3333333333333333,0.97,1,2,1,1
-0.5,-0.9424122640104473,-1.0,1.0,0.97,2,5,3,3
0.5,0.2485123522433074,0.6666666666666666,0.6666666666666666,0.5299999999999999,2,2,1,4
-1.0,-1.0,-1.0,1.0,0.97,2,5,1,4
-1.0,0.1359381818073663,-1.0,1.0,0.97,2,5,7,1
0.5,0.46911701452144344,1.0,1.0,0.97,1,2,1,2
1.0,0.6069355362335579,1.0,1.0,0.97,1,4,1,2
-0.5,-1.0,-1.0,1.0,0.97,1,6,1,2
0.0,-0.655099842781928,1.0,1.0,0.97,2,4,1,2
-1.0,-0.08539246417294566,0.0,0.0,0.81,2,5,1,1
0.0,0.4182818691191106,0.0,0.0,0.44999999999999996,1,2,1,2
0.0,1.0,1.0,1.0,0.97,2,1,1,4
-1.0,-0.6071596784137793,-1.0,1.0,0.97,2,6,1,1
0.0,1.0,0.6666666666666666,0.6666666666666666,0.97,1,1,1,2
-1.0,1.0,-0.3333333333333333,0.3333333333333333,0.97,2,2,1,2
0.5,-1.0,0.0,0.0,0.93,1,5,1,2
-1.0,-0.25978544673481846,-1.0,1.0,0.97,2,3,1,2
0.0,0.6316149169709374,0.6666666666666666,0.6666666666666666,0.97,1,3,1,2
0.0,-0.7026624779251736,-0.6666666666666666,0.6666666666666666,0.91,1,5,1,1
0.0,-0.7028407289552582,0.3333333333333333,0.3333333333333333,0.9500000000000001,2,5,1,1
-1.0,0.8565802816173075,-0.3333333333333333,0.3333333333333333,0.97,1,3,1,2
1.0,0.33094491848115243,0.0,0.0,0.93,1,2,7,4
0.0,-1.0,0.0,0.0,0.93,1,5,1,2
0.0,-0.33004195937430697,0.0,0.0,0.44999999999999996,2,3,2,3
0.0,0.42484772547719735,-0.6666666666666666,0.6666666666666666,0.97,2,2,1,2
0.0,0.8075882623346492,-0.3333333333333333,0.3333333333333333,0.8300000000000001,1,5,1,1
-1.0,1.0,-1.0,1.0,0.89,3,2,1,2
0.5,-0.7682935692399997,0.0,0.0,0.93,2,5,1,2
-1.0,0.17737429257940066,-0.6666666666666666,0.6666666666666666,0.97,2,5,2,1
-0.5,0.6093517336002019,-1.0,1.0,0.89,1,2,1,1
0.5,-0.2980012199787249,1.0,1.0,0.97,2,2,6,4
0.0,-0.009992875973079221,-0.6666666666666666,0.6666666666666666,0.97,1,4,4,2
-1.0,-0.3098208133867508,-0.3333333333333333,0.3333333333333333,0.93,1,5,1,2
1.0,0.7881003813743291,-1.0,1.0,0.97,2,3,2,1
0.0,1.0,-0.6666666666666666,0.6666666666666666,0.85,1,2,1,1
0.5,-0.5061615954633869,0.6666666666666666,0.6666666666666666,0.97,1,5,1,2
0.5,0.4515617482254986,1.0,1.0,0.97,1,1,1,4
-1.0,-0.7028110258421137,-0.3333333333333333,0.3333333333333333,0.97,1,5,6,2
-1.0,-0.710999584476385,-1.0,1.0,0.97,1,4,1,3
1.0,0.9610743866753597,-1.0,1.0,0.97,1,3,2,1
-1.0,-0.8138077615699837,-1.0,1.0,0.97,2,6,1,2
0.0,-0.4431348178091618,-0.6666666666666666,0.6666666666666666,0.97,1,5,3,2
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.97,2,3,1,4
0.0,-0.5294796689195371,0.6666666666666666,0.6666666666666666,0.97,2,3,1,3
0.0,-0.8200744749283753,-0.3333333333333333,0.3333333333333333,0.9400000000000001,2,6,1,2
1.0,1.0,1.0,1.0,0.97,2,2,1,3
0.0,-0.8893596434312802,0.3333333333333333,0.3333333333333333,0.97,1,5,1,3
0.5,-0.3413761125547033,-0.3333333333333333,0.3333333333333333,0.97,1,5,4,1
1.0,0.6552666394679476,0.0,0.0,0.93,2,1,1,4
0.0,-1.0,0.0,0.0,0.33999999999999997,2,5,2,3
-0.5,1.0,-1.0,1.0,0.97,2,3,1,2
-0.5,0.9974036776091156,-1.0,1.0,0.97,1,2,1,2
0.5,-0.8988458350057885,0.6666666666666666,0.6666666666666666,0.94,1,5,1,2
1.0,-0.6348861988151316,-0.6666666666666666,0.6666666666666666,0.97,1,5,3,2
-0.5,0.14042053458977571,-1.0,1.0,0.97,1,3,3,2
-0.5,-0.7027062248230757,-0.6666666666666666,0.6666666666666666,0.97,1,5,1,4
-1.0,-1.0,-1.0,1.0,0.97,2,5,1,3
0.0,-1.0,-0.6666666666666666,0.6666666666666666,0.97,1,5,1,4
-0.5,-1.0,-0.6666666666666666,0.6666666666666666,0.5299999999999999,2,6,1,3
0.5,-0.031954535530723874,0.3333333333333333,0.3333333333333333,0.39999999999999997,2,4,2,1
0.0,0.5189012393050919,-0.6666666666666666,0.6666666666666666,0.97,1,3,1,2
-0.5,-0.8854241529462705,-1.0,1.0,0.97,2,6,1,2
-0.5,0.5655737748833055,-1.0,1.0,0.97,1,1,1,2
-0.5,1.0,-0.6666666666666666,0.6666666666666666,0.5299999999999999,2,2,1,2
0.0,1.0,0.3333333333333333,0.3333333333333333,0.48999999999999994,1,2,1,1
1.0,0.12346965929909566,0.3333333333333333,0.3333333333333333,0.97,2,2,2,4
-1.0,0.8579884954509939,-1.0,1.0,0.89,2,3,6,1
-0.5,-0.29092133096216555,-0.3333333333333333,0.3333333333333333,0.97,1,3,1,4
-0.5,1.0,-1.0,1.0,0.97,2,3,2,1
-0.5,-1.0,-0.3333333333333333,0.3333333333333333,0.9,2,6,1,1
-0.5,-0.7269702607469665,-0.3333333333333333,0.3333333333333333,0.97,1,5,1,2
0.5,-0.19724063977168219,0.6666666666666666,0.6666666666666666,0.97,1,5,1,2
0.0,1.0,0.6666666666666666,0.6666666666666666,0.5299999999999999,2,2,1,1
-0.5,-0.36619332274588695,-1.0,1.0,0.97,2,6,1,1
0.0,0.8986709398379589,0.3333333333333333,0.3333333333333333,0.97,2,5,3,2
0.0,0.37771843606885186,-0.6666666666666666,0.6666666666666666,0.97,2,2,1,4
1.0,1.0,1.0,1.0,0.97,1,2,1,2
-0.5,0.7381678153501062,-1.0,1.0,0.57,2,2,1,2
0.5,0.8001154505765016,1.0,1.0,0.97,1,2,1,1
1.0,-0.2301146266953885,1.0,1.0,0.97,1,4,1,2
0.5,0.36894831484504453,-0.3333333333333333,0.3333333333333333,0.91,1,3,3,3
0.0,1.0,-1.0,1.0,0.97,2,2,1,2
1.0,0.20683798279643814,1.0,1.0,0.97,1,3,7,3
0.5,0.8470014905670297,0.3333333333333333,0.3333333333333333,0.97,2,1,1,3
-0.5,-0.743590577125562,-1.0,1.0,0.97,1,5,1,2
0.0,-0.701885418795817,0.0,0.0,0.44999999999999996,2,6,4,1
1.0,-0.22699881683464135,1.0,1.0,0.97,2,6,1,1
0.5,0.8586657565912392,1.0,1.0,0.97,1,3,2,2
-1.0,-0.05108145555575842,-1.0,1.0,0.97,1,2,1,3
-1.0,0.27512496556741317,-1.0,1.0,0.97,1,5,1,1
0.0,-0.9491472947486477,-0.6666666666666666,0.6666666666666666,0.5299999999999999,1,6,4,1
0.0,-0.6630145470704807,0.0,0.0,0.93,1,4,1,4
0.5,0.2562338466588149,-0.6666666666666666,0.6666666666666666,0.97,2,4,3,1
0.5,-0.6294026894180178,1.0,1.0,0.97,2,6,1,3
-1.0,0.19763886336319342,0.0,0.0,0.93,1,3,1,2
1.0,0.08887442405192832,1.0,1.0,0.97,2,3,1,3
0.0,1.0,0.3333333333333333,0.3333333333333333,0.97,1,3,4,1
0.0,-0.46385547484950873,0.0,0.0,0.44999999999999996,1,3,1,3
-1.0,-1.0,-1.0,1.0,0.97,1,6,1,2
-0.5,1.0,-1.0,1.0,0.97,2,2,2,1
-0.5,0.1473641143332622,-1.0,1.0,0.97,2,3,2,2
0.0,0.18627078818631937,0.0,0.0,0.93,1,3,5,2
0.0,1.0,0.0,0.0,0.44999999999999996,1,1,2,1
0.5,1.0,0.3333333333333333,0.3333333333333333,0.48999999999999994,2,2,1,1
-1.0,-0.12958334625363402,-1.0,1.0,0.97,2,3,3,4
0.5,0.04000207620027757,0.6666666666666666,0.6666666666666666,0.97,1,5,1,1
-0.5,-1.0,-0.6666666666666666,0.6666666666666666,0.93,1,6,1,1
0.0,1.0,-0.6666666666666666,0.6666666666666666,0.97,1,2,1,2
0.0,-1.0,0.6666666666666666,0.6666666666666666,0.97,2,5,1,2
0.5,-1.0,0.3333333333333333,0.3333333333333333,0.97,1,5,1,4
-1.0,0.15084140012227912,-1.0,1.0,0.97,2,3,2,2
0.0,0.843672329308806,0.6666666666666666,0.6666666666666666,0.97,1,3,1,1
0.0,0.2197614771168461,1.0,1.0,0.97,1,2,1,2
0.0,-0.9652709279800212,-0.3333333333333333,0.3333333333333333,0.97,2,6,1,2
-0.5,-0.060534226941603396,-1.0,1.0,0.97,2,5,2,2
-0.5,-0.9710546684074762,-1.0,1.0,0.97,2,5,1,2
-1.0,-1.0,-0.3333333333333333,0.3333333333333333,0.8900000000000001,1,6,1,2
0.0,0.2939535787397569,-1.0,1.0,0.97,1,2,1,4
1.0,0.30708025542155265,1.0,1.0,0.97,1,2,1,4
1.0,-0.37882677656236197,0.0,0.0,0.93,1,2,1,2
-0.5,1.0,-0.6666666666666666,0.6666666666666666,0.97,1,3,1,1
0.0,1.0,0.0,0.0,0.44999999999999996,1,1,2,1
0.5,0.3009094912030601,0.6666666666666666,0.6666666666666666,0.5,2,4,1,2
0.5,-0.1404355722460963,1.0,1.0,0.97,2,4,1,2
0.0,-1.0,-0.3333333333333333,0.3333333333333333,0.97,1,5,1,2
1.0,-0.07270499548226911,0.0,0.0,0.44999999999999996,1,3,1,4
-1.0,-1.0,-1.0,1.0,0.97,1,6,1,2
-1.0,-0.32180663624548184,-1.0,1.0,0.97,2,6,1,1
-0.5,-0.7223357478564887,-1.0,1.0,0.97,2,6,1,1
1.0,0.059941067845794824,1.0,1.0,0.97,2,4,1,2
0.5,-0.9542669618397562,1.0,1.0,0.92,1,5,1,2
0.0,0.5091324569246887,-1.0,1.0,0.97,1,2,3,4
0.0,-0.206866299624359,0.0,0.0,0.93,1,3,1,2
0.0,0.20980527599747534,0.3333333333333333,0.3333333333333333,0.97,1,5,1,3
1.0,1.0,-0.6666666666666666,0.6666666666666666,0.35,1,2,1,2
-0.5,0.7923103057850155,-1.0,1.0,0.97,1,4,1,2
0.0,1.0,0.0,0.0,0.93,1,2,1,3
0.5,-1.0,1.0,1.0,0.97,2,6,1,4
-1.0,1.0,-1.0,1.0,0.57,1,2,2,1
0.0,0.7887739194362001,-1.0,1.0,0.88,1,3,2,1
0.5,-1.0,1.0,1.0,0.97,1,6,1,3
1.0,1.0,1.0,1.0,0.97,2,3,1,2
0.0,-0.3164838891617251,0.3333333333333333,0.3333333333333333,0.43,1,4,5,4
-1.0,1.0,-1.0,1.0,0.57,2,2,1,1
-1.0,-1.0,-1.0,1.0,0.9400000000000001,1,6,2,1
0.0,-1.0,-1.0,1.0,0.97,2,6,2,2
0.0,-1.0,0.0,0.0,0.8,1,5,1,1
0.0,1.0,-0.3333333333333333,0.3333333333333333,0.97,1,1,1,2
0.0,-1.0,0.6666666666666666,0.6666666666666666,0.93,2,5,1,2
-1.0,1.0,-1.0,1.0,0.37,1,2,3,2
0.5,0.8784739094657624,0.0,0.0,0.27,2,2,2,1
0.5,-1.0,0.0,0.0,0.93,2,5,1,4
0.5,0.9644444129786263,1.0,1.0,0.97,2,3,6,1
0.0,0.24189379779243045,1.0,1.0,0.97,1,3,1,2
0.0,1.0,-1.0,1.0,0.97,1,2,2,1
0.0,0.7160078492381156,-1.0,1.0,0.97,2,1,2,2
0.0,-0.9449818618465778,0.3333333333333333,0.3333333333333333,0.8500000000000001,1,5,1,2
0.0,-1.0,-1.0,1.0,0.97,1,6,1,1
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.5299999999999999,1,6,1,3
0.5,0.5172559996039207,0.3333333333333333,0.3333333333333333,0.8,1,3,1,4
-1.0,0.9689477436874602,-1.0,1.0,0.97,2,5,1,1
0.0,-0.37832485874432353,-0.6666666666666666,0.6666666666666666,0.97,2,3,2,4
0.0,-0.5578113148896829,0.0,0.0,0.29,2,5,1,1
-0.5,-0.764160730580434,-1.0,1.0,0.97,2,6,1,1
0.0,0.39367551596158395,-0.3333333333333333,0.3333333333333333,0.8800000000000001,2,4,1,2
-0.5,-0.8174158392953942,-0.3333333333333333,0.3333333333333333,0.97,1,5,1,2
1.0,-1.0,1.0,1.0,0.57,2,5,1,4
-0.5,0.8325799802257091,-0.6666666666666666,0.6666666666666666,0.86,2,3,2,1
-0.5,-0.8459949921857541,-1.0,1.0,0.97,1,5,1,2
0.5,0.14086346918327974,1.0,1.0,0.97,1,3,1,2
0.5,-0.7552266923360369,1.0,1.0,0.97,2,4,1,4
1.0,-0.4577659209675465,1.0,1.0,0.57,1,2,2,4
-1.0,-1.0,-1.0,1.0,0.97,2,6,1,3
1.0,1.0,1.0,1.0,0.97,2,2,1,1
0.5,0.4840633927599648,1.0,1.0,0.97,2,3,1,2
0.5,0.7819729215452783,1.0,1.0,0.97,2,2,1,4
0.5,0.8110970129287186,0.0,0.0,0.44999999999999996,2,2,2,2
-1.0,-0.5465256651949938,-0.6666666666666666,0.6666666666666666,0.94,2,6,1,2
0.0,-1.0,-0.6666666666666666,0.6666666666666666,0.97,1,6,4,2
-0.5,-0.1917775343669131,-0.6666666666666666,0.6666666666666666,0.5299999999999999,1,2,1,4
1.0,-0.05051911712576913,1.0,1.0,0.9600000000000001,1,4,1,2
-0.5,-0.019550121754666163,-1.0,1.0,0.97,2,6,1,2
0.0,-0.973996175719469,0.3333333333333333,0.3333333333333333,0.97,1,2,1,4
0.5,-0.5978200195966165,-0.6666666666666666,0.6666666666666666,0.97,2,5,1,2
0.5,-0.6265533656338468,0.6666666666666666,0.6666666666666666,0.85,2,5,1,4
0.0,-1.0,-1.0,1.0,0.97,1,6,1,1
0.0,-1.0,0.6666666666666666,0.6666666666666666,0.97,2,6,1,2
0.5,1.0,0.6666666666666666,0.6666666666666666,0.97,2,2,1,1
-1.0,0.09197092817567357,0.0,0.0,0.93,2,3,3,3
0.0,0.7571642386122897,-0.3333333333333333,0.3333333333333333,0.97,1,4,3,2
0.5,-1.0,0.3333333333333333,0.3333333333333333,0.97,1,5,1,4
0.0,0.5720458803961064,-0.6666666666666666,0.6666666666666666,0.97,2,5,1,1
0.0,1.0,-0.6666666666666666,0.6666666666666666,0.97,2,2,2,1
0.5,-0.3336462335356174,0.0,0.0,0.37,1,2,2,4
0.0,-0.545550210161075,0.3333333333333333,0.3333333333333333,0.8300000000000001,1,3,1,4
-0.5,0.7128447519383185,-1.0,1.0,0.97,2,2,2,1
1.0,0.7312234511683082,0.6666666666666666,0.6666666666666666,0.97,1,2,1,3
-1.0,-1.0,-1.0,1.0,0.97,2,5,1,4
0.5,-1.0,0.6666666666666666,0.6666666666666666,0.97,1,6,1,2
0.5,0.3170786573201873,0.6666666666666666,0.6666666666666666,0.97,2,2,1,4
0.5,-0.665651421858486,1.0,1.0,0.97,2,4,1,2
0.0,1.0,-1.0,1.0,0.97,1,2,1,1
0.0,0.648232318243418,0.0,0.0,0.44999999999999996,2,2,1,2
0.0,-0.42086769131592566,-0.3333333333333333,0.3333333333333333,0.97,1,6,1,2
-1.0,-0.7535337745690674,-1.0,1.0,0.97,2,5,1,2
0.5,0.38705206091555533,0.0,0.0,0.44999999999999996,2,2,1,4
-0.5,-0.4530054610685395,-1.0,1.0,0.97,2,5,1,2
0.5,-1.0,1.0,1.0,0.97,2,5,1,4
-1.0,-0.9718010687399563,-1.0,1.0,0.54,2,6,2,2
-1.0,-0.03421104944129324,-1.0,1.0,0.97,2,3,1,1
1.0,-0.07769662746872266,0.3333333333333333,0.3333333333333333,0.97,1,6,1,1
-1.0,0.8533742677188492,-1.0,1.0,0.97,2,2,2,2
-1.0,-0.5548029604796283,-1.0,1.0,0.97,2,5,1,3
-1.0,0.7796446307805945,-0.3333333333333333,0.3333333333333333,0.79,1,3,1,2
0.0,0.0712435917039852,0.0,0.0,0.92,1,2,1,3
-0.5,-1.0,-1.0,1.0,0.97,2,6,4,2
0.0,0.21894330732915782,-0.6666666666666666,0.6666666666666666,0.97,2,5,1,1
-1.0,-0.5862608703345497,-0.3333333333333333,0.3333333333333333,0.8,3,3,1,4
0.5,1.0,1.0,1.0,0.97,2,3,1,1
-1.0,-0.7010156555296466,-1.0,1.0,0.97,2,6,2,1
0.0,0.41221756965789225,-1.0,1.0,0.9600000000000001,1,5,2,1
0.0,0.27750851924758263,-1.0,1.0,0.97,1,2,1,4
-1.0,0.026023276836614175,-1.0,1.0,0.97,2,5,1,1
0.0,-1.0,0.0,0.0,0.37,2,6,4,2
0.0,0.05699419657348827,-0.3333333333333333,0.3333333333333333,0.97,1,4,1,2
-0.5,-0.34300130114671684,-1.0,1.0,0.97,1,5,1,3
0.0,1.0,-1.0,1.0,0.97,2,2,2,1
0.0,-0.3285057718370523,-0.3333333333333333,0.3333333333333333,0.97,2,6,2,1
-1.0,1.0,0.3333333333333333,0.3333333333333333,0.38999999999999996,1,2,2,1
0.0,0.12065381464583394,-0.6666666666666666,0.6666666666666666,0.97,2,2,2,4
-1.0,1.0,-1.0,1.0,0.97,2,3,1,2
0.5,0.08375908185737538,0.3333333333333333,0.3333333333333333,0.97,1,5,1,2
1.0,-1.0,1.0,1.0,0.97,1,5,1,4
